평가,상품명,리뷰,index
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순하디 순한게 좋고 독도라 좋고 그냥 독도는 한국땅!!! 토너지만 저는 얼굴에 솜을 이용하지 않고 그냥 스킨처럼 촵촵 사용합니다 마찰을 줄이려고 피부 보습도 좋고 우선 바르면 부담스럽지 않고 겨울인데도 기초로 건조함을 조금 다져볼수있다. 그리고 보기와 다르게 바를때는 물인데 바른 후 살짝 쫀쫀 한 느낑의 제형 이라 신기합니다!!토너로 팩하는 이유를 알겠네요. 그래도 저는 닦지말고 촵촵 해 보시라고 권유 드리고 싶네요 한 이주동안 그렇게 사용해보니 피부 부담이 사라지고 또 더 잘 먹는것같아요 일부러 마찰시키는게 아무리 부드럽게 해도 피부에 좋은건 아닌것도 같고ㅎㅎ손을 깨끗이 하고 아무것도 만지지말고 바로 촵촵 꾸윽 꾸윽 해주면 흡수가 더 올라갑니다!!,3336
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),엄청순힌ㄱ느좋대서 근매했어요 물토너지만 잘쓸수있길,3337
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),세일하길래 사봤는데 자극없이 순해서 좋아요 독도라인 처음 쓰는데 담에 또 살예정,3338
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),대용량이라 막 팍팍써도 돼고 사용감은 무난한 편 이예요,3339
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"처음써봤어요 일반 블로그나 눈팅해봤지만 직접적으로 사서 써보긴 첨인데 진작 살걸그랫나봐요ㅠ
 건성중에 건성인데 코쪽은 피지가....블랙헤드가 난리부르스거든요~ㅠㅠ
 뽀득뽀득닦고나면 볼따구랑 턱쪽이 늘 당겼는데
 이토너쓰고는 당김제로에요!!이틀써보니 확연히달라요~
 촉촉한데...그렇다고 번들거리지도 않고..
 코쪽에개기름도 덜끼고...뽀송되는 느낌?!계속써볼래요~~",3340
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"물같아요 ㅎㅎ 지성 피부인데 아직 뭐 나진 않았고 
 흡토로 사용중이에요 괜찮으면 더 주문하려구요",3341
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),정말 순해요. 턱 여드름 때문에 상처 있을 때 닦토로 사용해도 안 따가워서 좋았어요. 제형은 정말 그냥 물이에요.,3342
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),가성비 굿. 보습굿. 자극없이 순하고 너무 만족하고 사용중인 토너입니다.,3343
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),친구들도 다써보고 추천해주길래 양에비해 가격이혜자라 의심했는데 가성비 최고에요 !!,3344
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"그냥 닦토로 쓰기에는 무난하고, 2겹 이상 피부에 흡수시켜줄때 가장 효과가 좋아요!! 피부 결이 좋아지는게 느껴지고, 속부터 겹겹이 차곡차곡 촉촉하게 쌓이는 것 같아서 너무너무 대만족입니다~~",3345
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),대용량 세일할 때 샀어요 워낙에 인기있는 상품이라 믿고 구매했어요!!,3346
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),토너팩하기 딱 좋아요. 대용량에다가 물토너여서 피부에 착착 흡수 아주 잘됩니다. 물론 닦토로도 좋구요. 그냥 무매력이 매력인 토너같아요.,3347
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"독도토너 대용량 한 통 다 쓰고 
 또 사게 되었어요 일단 화해어플로
 보면 아시다시피 성분이 엄청 착한 
 상품이에요 블랙헤드나 화이트헤드 
 감소효과까지 있고 팩처럼도 사용할 수 있어서 
 정말 좋은 멀티닦토 같아요!",3348
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),피부가 예민해서 자극없이 순한 제품으로 보던중 우연히 독도를 알게되어 구매후 다른제품 쓰다가도 문득문득 생각이 나 돌아오게되는 제품이에요~ 그만큼 순하고 진정에도 좋고 가격도 저렴한 편이라 무난하게쓰기좋아요^^,3349
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),보습 진정 다되는 만능템! 한통 다 비웠어요 ㅎㅎ,3350
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"동생이 이거만 써서 스킨 바꾸려는 찰나에 사봤는데 역시 순하면서 너무 좋아요
  토너지만 스킨처럼 발라도 좋은거같아요 
 가끔 닦아낼수도 있고
 
 기획으로 미니 100미리짜리 샘플도 덤으로 받아서
  여행갈때 잘쓸게요",3351
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),독도패드를 꾸준히 사용하고 있었는데 패드면이 매일 쓰면 너무 자극적이지않을까? 하는 생각에 부드러운 솜에 쓸라고 구매했어요! 큰 토너에 또 작은거 들어있는 기획 너무 좋아요,3352
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"지금까지 500미리 제품으로 4통째 사용하고있습니다!
 세일할때마다 달려가서 쟁여두는데 진짜 다른 제품은 더이상 구매할엄두가안나요ㅠㅠ 라운드랩 순하고 촉촉하고 닦토로는 내맘속 1위에요ㅜ
 닦토 순하고",3353
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),사춘기 아들녀석의 최애 스킨제품입니다 전꺼500ml 다쓰고 이번에 재구매하네욤 사계절 요것만쓰며 요것만 사달라고 합니닼,3354
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),민감한 복합성 피부인데 벌써 세번째 구매네요ㅎㅎ겉으로보기엔 물이나 다름없지만 속건조도 있는데 다른 유분기 있는 제품들에 비해 부족함 하나도 없어요!보습도 유지되고 바르면 산뜻해서 좋아요!벌써 사용한지 1년반 정도되가는데 겨울에도 이거사용하고 더 필요한 보습은 크림으로 채워요~보습은 챙겨줘야되고 민감하고 유분기 없는 제품원하는 사람은 꼭 써보세요!,3355
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),지성피부라 산뜻한 제형을 좋아하는데 독도 토너가 딱 그래요!! 얼굴에 각질과 피지도 정리돼요,3356
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"계속해서 사용하고 있는 제품이에요!
 토너를 워낙 좋아하는지라 대용량이 나온후로는 계속 대용량으로 사고있어요 ㅋㅋ
 닦토뿐만아니라 스킨팩도 많이해서 듬뿍듬뿍 사용하고있는데 
 피부에 전혀 자극없이 진정에 좋더라고요 
 앞으로도 계속 사용할것같아요 ㅎㅎ",3357
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"닦토로 사용하기에 아주 만족스런 제품이에요!
 저는 수부지 타입이고 
 흡토로 사용할땐 여러번 층층이 흡수시켜도 
 금방 건조해졌어요!
 건성분들껜 약간 많이 건조하다 생각될것 같아요!
 피부가 좀 예민할땐 평소 쓰던 토너들도 따가울때가 있는데
 이 제품은 순해서 자극은 없었어요!",3358
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"제형이 쫀쫀한 느낌이 있는데 얼굴에 바르면 촥 감기는 느낌이 들어서 좋아요 
 속건조 심한 건성인데 독도토너 사용한 후로 속건조가 덜 해서 너무 좋아요",3359
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"스킨팩을 하는편이라 물처럼 흐르는 스킨을 많이쓰는데 자극없이 순하고 용량대비 가격도 저렴해서 좋습니다 
 증정으로 더 들어있어서 마음에 들어요 
 그런데 가격이 오른거 같기도 해요ㅠ",3360
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),무매력이 매력인 제품! 순해서 가볍게 쓰기 좋은 것 같네용,3361
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"리뷰 보고...이번에 한번 사 봤는데...
 순해서 사용하기 좋아요...
 양도 많아서 오랫동안 쓸거가타요...
 그리고 화장솜에 스킨 묻혀서
 건조한 부위에 올려두기도 좋네용",3362
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"늘 쓰던거에요 닦토로 좋아요 순하고 촉촉해요 보습감은
 오래 가진 않아요 그래도 이만한 닦토 없는거 같아요",3363
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"지인추천으로 구매한 제품인데요
 자극적이지 않고 사용하기 무난합니다
 각질제거도 된다고 해서
 열심히 사용해보려고요
 정말 순한제품인것 같아요",3364
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"자극없이 정말 순하고 순해서 보습은없을줄 알았는데 
 보습또한 잘해줘요! 가격에비해 정말 좋네요~~'",3365
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),500ml에 100ml까지 양도 겁나 많고 100ml짜리는 여행용으로 조그맣게 가지도 다녀도 좋을 것 같아요 스킨은 자주쓰는데 대용량이라서 좋아요,3366
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"독도토너 계속 쓰던 제품인데 증정용까지 있어서 저렴하게 잘 구매했어요
 자극 1도 없고 정말 순해요",3367
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"되게 유명한 제품이라 구매했어요. 기능성이 있는건 아니고 오로지 수분토너라고 보면 될 것 같아요. 닦토로 쓸거라 무난하고 순한걸로 샀고 지성분들은 사계절, 건성분들은 여름에 쓰기 좋을 것 같아요. 여름엔 덥고 열이 자주 올라서 냉장고에 넣어놨다가 스킨팩하려고 합니당. 대용량이라 팍팍 써보고 좋으면 재구매하려구요.",3368
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"몇 통 째 쓰는 중이에요
 순하고 피부에 뭐 나지도 않아서 계속 써요",3369
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"닦토에는 독도토너만한게 없는거 같아요 전에 500ml 다 비우고 세일하길래 큰거로 또 샀습니다 완전 물같은 제형에 흡수도 금방돼서 좀 많이 발라도 괜찮아요 토너만 발라도 피부 쫀쫀해지는 느낌이라 좋아요 향은 완전 무향이에요
 닦토 순한토너",3370
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"트러블 안 나고 순해서 닦토로 사용해요^^
 무난한 것 같아요 세일 할 때 저렴하게 쟁여요~",3371
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"토너는 이걸로 정착한거 같아요.
 딴거 쓰다가도 이걸로 되돌아오네요~",3372
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"성분이 순하고 매일 사용해도 자극없어요! 
 근데 큰 효과는 없고 저는 닦토로 사용하기 가장 좋은 제품이라고 생각합니다. 
 2통째 사용중. 
 여름에 쓰기 좋아요",3373
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),피부에 엄청 순하고 냄새도 무취라서 모두가 사용하기 좋을거 같습니다. 원래 독도토너 안쓸때는 얼굴이 당김이 많고 간지럽거나하는경우가 많았는데 바르고 나서 얼굴이 항상 촉촉하고 세정도 잘되는거같슺니다.,3374
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"항상 사용하는 아이템이예요~
 순하고 깨끗해요
 이번에 대용량에 100ml 같이 들어가 있어서 질렀어요~!",3375
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"복합성, 민감성 피부인데 독도토너는 2년째 사용하고 있습니다. 닦토로 쓰는데 순하고 촉촉해서 피부결 정돈도 되고 보습력도 좋은 것 같아요. 할인할때마다 쟁여놓는 필수템이에요!",3376
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"피부화장하고 외출 후 집 도착했을때쯤엔 항상 화장이 벗겨져있다시피 했었는데, 뭔가 이 토너로 닦토하기 시작하면서부터 많이 개선된 것 같아요!
 양도 많고...엄청 순하고 좋은 것 같아요!",3377
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"악건성이고 유수분밸런스 무너지면 바로 트러블 올라오는 피부입니다. 항상 독도토너쓰다가 겨울에 체험용으로 크림토너를 썼는데, 이걸 이번 여름에도 쓰다가 전체적으로 유분이 너무 많아서 트러블 생겨서, 다시 독도토너로 돌아왔습니다. 화장솜에 충분히 적셔서 닦토하기에 아주 좋습니다. 각질제거성분도 있어서 자극적이지않게 각질제거도 할 수 있어요. 단 흥건하게 적셔야해요. 토너는 여기에 정착해야겠다고 다시 한 번 생각합니다ㅎㅎ",3378
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"독도 토너 세일 자주 해주세요~~
 많이 많이 쟁여놓고 쓰고 싶어요",3379
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),여름에 쓸 가벼운 토너를 찾았는데 강추해요! 물 토너라 닦토로 써도 좋고 손바닥에 덜어내서 흡수시켜도 많이 끈적이지 않고 좋아요!,3380
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),용량도 크고 스킨팩과 닦토로 완전 적합한 토너!! 아낌없이 써도 아깝지 않아서 더 좋아요,3381
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),몇 통 째 사서 썼는지 모르겠네요. 꾸준히 사서 쓰고 있어요. 성분이 좋아서 그런지 자극이 전혀 없구요. 각질 정돈 효과도 있는 것 같아요. 아주 무난한 토너입니다.,3382
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"제품은 투명하고 자극이 전혀 없어보이는 물같이 생겻어요!
 흡수 시킬수록 끈적이는 타입은 아니고 촉촉하게 차오르지만 겨울보단 여름 환절기쯤에 사용하기 좋아요
 저는 닦토로 사용중이고 처음에 이 제품 썼을때 
 흡수까지하기엔 조금 건조한 느낌이었어요!
 지성 복합성분들이 사용하기 좋을것같고
 건성분들은 수분감이 부족하게 느끼실것 같아요
 피부에 자극이 느껴지는 걸 전혀 느끼지 못했고
 꾸준히 사용한다면 어느정도 옅은 각질제거에는 좋은것 같아요",3383
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),항상 쓰는거에요! 200두번 500한번 다 비우고 다시 500사려는데 100짜리 증정해줘서 넘 좋아영 여행갈때 들고가기 딱 좋을듯요!,3384
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),음.. 좋은지 잘모르겠어요 진짜 무난무난템입니다. 여러가지 토너 기분내킬때 사용하는편이에요 이건 얼굴에 많이 바르기 귀찮을때 가볍게 사용하려구요 무향 무취라 물바르는 느낌같기도 하고.. 약산성이라고 해서 뾰루지 날때 솜에 적셔서 올려놓는편인데 그럼 그다음날 가라앉더라구요 사용할때는 좋은지 크게 모르겠는데 안쓰자니 썼을때 피부 트러블이 없어서 무난하게 사용하는 것 같아요,3385
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),진짜 순하고 뭔가 드라마틱하게 좋은건 모르겠고 그녕 순해서 좋아요 스킨팩이나 닥토할때 다 사용해요,3386
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"잘산것같습니다
 피부타입
 건성에 좋아요
 피부고민
 보습에 좋아요
 자극도
 자극없이 순해요
 잘산것같습니다. 
 고민끝에 구입한건데요.
 구입하고서 제품열어보니까 기대이상으로 좋아서 마음에 듭니다.
 사기를 잘한것같습니다.",3388
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"순하고 촉촉해요!
 피부타입
 복합성에 좋아요
 피부고민
 보습에 좋아요
 자극도
 자극없이 순해요
 역시 독도,, 이름부터가 자랑스러운 토너 ㅜ
 순하고 수분감도 있고 솜을 사용하면 각질 제거도 돼서 너무 좋아요",3389
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),하ㅠㅠㅠㅠㅠㄹㅇ 개 조음 ㅇㅇ 얼굴 피지때문이 오돌토돌 했는데 미끈미끈해짐 ㄱㅇㄷ 다들 사세욤,3391
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"촉촉하니 좋아요
 피부타입
 건성에 좋아요
 피부고민
 보습에 좋아요
 자극도
 자극없이 순해요
 유명한데에는 이유가 잇어요. 촉촉하고 닥토나 7스킨할때 넘넘 유용합니다 !! 적극적으로 강추합니다",3392
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"독도 라인은 사랑입니다♥

 라운드랩 독도 라인은 항상 믿고 쓰는거 같아요
 자극 없이 순해서 민감성인 피부인 분들 쓰기에 딱인거같아요
 건성인 분들은 겨울에 쓰기엔 조금 보습이 부족하다고 생각할 수 있을꺼 같지만 여름 토너로는 진짜 독도토너만한게 없는거 같아요
 제형은 물 제형이어서 스킨팩 용도로도 좋아요 닦아 쓰기에도 좋구요ㅎ
 순한 토너 찾고 계신 분들은 독도 토너 사용해 보세요 너무너무 좋아용",3393
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"순한 매력에 쓰고있어요
 특별한 기능이 있는건 아니지만 순해서 좋아요🍀
 전 토너를 자주 쓰는편이라 사용기간도 짧은데 대용량이 있어서 좋은것 같아요! 
 솜에 적셔서 사용하기 좋은것같네요:)💦",3394
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"지금까지 4통째 클리어중인데
 제 남자친구가 처음에 추천해줘서 
 써봤는데 처음엔 긴가민가 했어요
 쓰다보니 너무 좋은거 있죠 
 지금 여드름이 많이 나아졌어요 
 크게 나는 것도 없고 
 여름엔 특히느 더 좋은 것 같습니다.
 여자인 저보다 남자친구가 더 잘알구
 추천 할 정도면... ㅎ
 써보시면 다들 요거만 고집할 것 같은데 
 1+1 이벤트 할때 기회 잘 잡아서
 확그냥 막그냥 지를끄양 
 너가 내운명이자노❤️",3395
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"화장솜에 묻혀쓰면 깔끔하게 마무리돼여
 피부타입
 지성에 좋아요
 피부고민
 진정에 좋아요
 자극도
 자극없이 순해요
 워낙 유명한 제품이라 몇번 썼었는데 
 이번에 대용량 할인을 하길래 또 구매했습니다.
 제가 요즘 스킨팩에 빠져있어서 툭하면 스킨팩을 하거든요 ㅋㅋ
 그러다보니 토너가 쑥쑥 주는게 눈에 보이는데 은근 아깝더라고요
 그래도 스킨팩이 너무 좋아서 이참에 대용량으로 샀어요 ㅎㅎ
 처음에 독도토너 샀을떄는 좀 놀랐어요 깔끔하게 확실히 수분감이 채워지는 느낌이라?
 역시 유명한데는 다 이유가 있쥬 ㅋㅋ",3396
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"닥토나 여름용으로 좋음
 피부타입
 지성에 좋아요
 피부고민
 진정에 좋아요
 자극도
 자극없이 순해요
 건성이 쓰기에는 여름정도? 가을 겨울만 해도 건조해서 그렇고 닥토로 사용하고 다시 에센스 발라줘야함후자극이 없어서 에센스로는 조음",3398
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),항상 쓰는 제품입니다. 자극이 적어서 좋아요. 세일 자주 해서 쟁입니다.,3399
4.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"한 줄 평 : 깔끔 그 자체 순수함!!!
 
 저는 지성에 가까운 복합성 피부,
 트러블 잘 안 나는 피부인데
 이 토너 저 토너 여러가지 써봤는데
 결국 여기에 또 다시 정착했습니다!
 
 일단 향은 무취, 진짜 거의 없는 거에 가까운데
 아주 아~~~주 극소량으로 뽀송한 냄새라 해야하나
 파우더리한 냄새가 나는데
 별로 안 느껴질 정도라 괜찮습니다.
 
 그리고 제형이 완전 물 같은 느낌이라
 한번만 바르기엔 피부가 조금 당기지만
 여러번 바르면 기본을 해주는 정도의 보습이라서
 지성분들에겐 매우 추천합니다.
 취향에 따라 로션이나 크림 바르면
 좋을 것 같은데 저는 여름 다가와서
 이거만 바릅니다.",3400
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"닦토 쓰면 안좋다 그래서 (실제로 피부도 많이 안좋아졌습니다...)
 세안후 바로 토너로 흡수시키는데 보습감이 좋고 무향이라 좋아요 전에 한 3-4총 쓰다 다른거 썼는데 다시 독도로 돌아왔네요 독도만한 스킨이 없는 듯 해요...500미리사면 100미리 추가로 줘서 좋네요",3401
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"한 번 사용해보고 너무 마음에 들어서 재구매한 제품이에요! 이거 하나로도 보습이 되긴하는데 특히 건조한 부분에 수분크림도 얇게 발라주면 진짜 촉촉하구 좋더라구용!!
 원래는 화장 전에 크림 발랐었는데 토너로 하니까 밀리지도 않고 너모 좋네용:)❤️❤️❤️",3402
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"너무 죠타
 원래 사용하던 토너도 판테놀 성분 들어있어서
 잘사용하다가 대용량 다 쓰고 좀 질려서 다른거 써볼까하다
 처음 구매해봄 넘 괜츈
 독도 독도 토너 하는거 그냥 그른가보다 하고 딴거만 썼었는데
 이제야 구매한거 후회ㅋ
 판테놀 성분 좋아하는데 다 들어있고
 당분간은 독도스킨 계속 사용해야겠어요ㅋㅋㅋ",3403
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),제 인생템 토너에요! 진짜 세일때마다 쟁여두는 인생템으로 어떤 피부타입이든간에 잘쓸 타입이에요! 처음에는 몰랐는데 계속 쓰다보니깐 피부결정리도 잘되고 특히 안쓰다 쓰면 그 피부의 부들부들함이 다른 토너보다 독도토너가 훨씬 더 좋아서 계속 쓰게 되는거 같아요! 제 인생템이에요,3404
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"일단 대용량이라 좋구요 사시사철 쓰기 괜찮아요
 제형이 부담스럽지도 않고 수분김 주기 좋습니다
 전 지성인데 전혀 기름지지도 않고 일 때문에 잠을 못 자서 피부가 푸석해졌었는데 이걸로 며칠 팩도 해주고 관리 하니까 금방 다시 투명하게 바뀌더라고요
 재구매 의사 다분합니다",3405
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"라운드랩은 올리브영 클린뷰티
 완전이 물스킨이라 세수 하고 닦토로 쓰고 있습니다
 원래 닦토는 좀 건조한거 같아서 안 쓰고 콧물제형만 썼었는데 이건 한 번 닦아내고 나면 얼굴에 건조함이 안 느껴져요.
 그리고 양도 많아서 팍팍 쓰고 있습니다.
 이걸 4통이나 쓴 사람이 제 주변에 있는데 저도 그렇게 될 것 같아요.
 세수 하면 얼굴이 당기는데 토너로 닦아주면 촉촉해요.
 제가 피곤하지 않은 날에는 이 걸로 스킨팩도 해 보고 싶어요.
 화장솜 촉촉하게 적셔서 얹어놓는 용으로도 많이 쓴다고 하더라구요
 향도 거의 없고 라운드랩은 클린뷰티 브랜드라 성분도 엄청 순하고 피부에 부담없이 쓸 수 있어서 좋습니다.",3406
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"세번째 재구매.. 그냥 말해뭐해입니다 ㅋㅋ
 피부타입
 건성에 좋아요
 피부고민
 보습에 좋아요
 자극도
 자극없이 순해요
 이건 진짜 세번째 재구매 ㅋㅋㅋ
 두번째 산거 거의 다써갈때쯤에 티트리 오일 몇방울 떨어뜨려서 섞어놓고 아침저녁으로 닦토닦토 해주니 좋네요 ㅋㅋ
 어차피 팍팍 쓸거라 큰걸로 구매했어요",3407
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"믿고 쓰는 착한 성분 토너
 
 독도 토너 저번 올영 세일 때 샀었는데 너무 좋아서 이번에 대용량으로 구매했어요 닦토나 토너 솜에 적셔서 얼굴에 올려놓으면 붉은기가 가라앉고 피부결 정리에 큰 도움 됐어요!!제 피부가 정말 예민한 피부인데 이거 쓰고 나서 여드름도 별로 안나고 정말 순해가지고 왠만한 민감성 피부나 여드름성 피부도 간단하게 사용할수있어요 성분도 착해서 믿고 쓰는 토너입니다",3409
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"추천 받아서 이번에 처음 사용해봐요! 
 순하다는 사실은 당연히 알고 헤어나 다른건 다 괜찮은데
 얼굴에 바르는건 유독 예민한 편이라 향이나 질감이나 걱정했는데 괜찮은 것 같아요 
 세일할 때 구매해서 사용해보고 마음에들면 앞으로 차차 더 열심히 구매해서 써보려고 합니다
 스킨은 항상 로션보다 더 빨리 떨어지고 부족해서 문제였는데
 독도는 토너 따로 판매하고 용량도 큰 편이라서 걱정없이 사용가능 할 것 같아요 저는 그냥 얼굴에 챱챱 바르는 용도로 사용하려고 합니다
 다른븐들은 닦거나 하시던데 저는 수분충전 목적으로 구매했어요
 지성피부에 요근래 여드름도 폭발하고 여름되니 땀띠도 엄청나서 걱정인데 독도토너가 ㅠㅠ 피부를 진정시켜줬으면 좋겠어요
 주변사람들 다 평이 좋아서 믿고 일단 구매해봤습니다
 얼른 한달 지나서 진정 된 피부 보고싶어요
 일단 가격에 비해서 양이 혜자인것같아요 ㅎ.ㅎ
 500에다가 100을 추가로 더 주니 너무 좋아요
 100일단 사용하고 500추가로 사용하면 될 것 같아요
 올영 이런 세일 자주자주 해줬으면 좋겠어요 ㅠ.ㅠ
 가족들이 모두 스킨화장품 돌려 쓰느라 다같이 쓰는 편이어서 금방 똑 떨어지는데 이렇게 구매할 수 있어서 좋습니다!
 오랜만에 세일하는김에 필요했던것 이것저것 구매중이에요 :) 닦는 용도로도 써보고 좋아지면 독도토너로 정착해야겠어요!! 심플해서 좋아요",3410
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),몇개월 전에 키트 받아서 사용해보고 생각보다 너무 괜찮아서 이번에 세일 기간에 구매했어요!! 정말 별거 없는 엄청난 무난함인데 그게 엄청난 장점이에요ㅋㅋ 수분감도 나쁘지 않고 순해서 닦토로 쓰기에 너무너무 괜찮더라고요 ㅋㅋ 한번 슥 닦아주면 크게 건조하지도 않고 딱 좋아요! 끈적임 없이 산뜻한것도 사계절 쓰기에 무난하더라고요!! 저는 민감성 지복합성인 피부인데 건성도 같이 쓰거든요! 두루두루 사용하기에 정-말 무난하고 괜찮습니다ㅋㅋ 뭔가 크나큰걸 바라면 정말 별로인데 이만큼 무난한게 또 없어요ㅋㅋㅋ 정말 기본적이어서 그래도 추천할만 합니다,3411
